STATEFP	DISTRICT	YEAR	INDICATOR	VALUE	STATE	STATEABBREVIATION
13	5	2005	AMAT_fac	0	Georgia	GA
13	9	2005	AMAT_fac	0	Georgia	GA
13	2	2005	AMAT_fac	0	Georgia	GA
13	3	2005	AMAT_fac	0	Georgia	GA
13	14	2005	AMAT_fac	0	Georgia	GA
13	10	2005	AMAT_fac	0	Georgia	GA
13	7	2005	AMAT_fac	0	Georgia	GA
13	1	2005	AMAT_fac	0	Georgia	GA
13	8	2005	AMAT_fac	0	Georgia	GA
13	4	2005	AMAT_fac	0	Georgia	GA
13	6	2005	AMAT_fac	0	Georgia	GA
13	12	2005	AMAT_fac	0	Georgia	GA
13	13	2005	AMAT_fac	0	Georgia	GA
13	11	2005	AMAT_fac	0	Georgia	GA
53	5	2005	AMAT_fac	0	Washington	WA
53	1	2005	AMAT_fac	0	Washington	WA
53	8	2005	AMAT_fac	0	Washington	WA
53	6	2005	AMAT_fac	0	Washington	WA
53	7	2005	AMAT_fac	0	Washington	WA
53	3	2005	AMAT_fac	0	Washington	WA
53	4	2005	AMAT_fac	0	Washington	WA
53	9	2005	AMAT_fac	0	Washington	WA
53	10	2005	AMAT_fac	0	Washington	WA
53	2	2005	AMAT_fac	0	Washington	WA
27	5	2005	AMAT_fac	0	Minnesota	MN
27	1	2005	AMAT_fac	0	Minnesota	MN
27	8	2005	AMAT_fac	0	Minnesota	MN
27	2	2005	AMAT_fac	0	Minnesota	MN
27	4	2005	AMAT_fac	0	Minnesota	MN
27	7	2005	AMAT_fac	0	Minnesota	MN
27	3	2005	AMAT_fac	0	Minnesota	MN
27	6	2005	AMAT_fac	0	Minnesota	MN
34	5	2005	AMAT_fac	0	New Jersey	NJ
34	9	2005	AMAT_fac	0	New Jersey	NJ
34	2	2005	AMAT_fac	0	New Jersey	NJ
34	6	2005	AMAT_fac	0	New Jersey	NJ
34	3	2005	AMAT_fac	0	New Jersey	NJ
34	4	2005	AMAT_fac	0	New Jersey	NJ
34	10	2005	AMAT_fac	0	New Jersey	NJ
34	1	2005	AMAT_fac	0	New Jersey	NJ
34	8	2005	AMAT_fac	0	New Jersey	NJ
34	7	2005	AMAT_fac	0	New Jersey	NJ
34	12	2005	AMAT_fac	0	New Jersey	NJ
34	11	2005	AMAT_fac	0	New Jersey	NJ
49	3	2005	AMAT_fac	0	Utah	UT
49	4	2005	AMAT_fac	0	Utah	UT
49	1	2005	AMAT_fac	0	Utah	UT
49	2	2005	AMAT_fac	0	Utah	UT
18	5	2005	AMAT_fac	0	Indiana	IN
18	1	2005	AMAT_fac	0	Indiana	IN
18	6	2005	AMAT_fac	0	Indiana	IN
18	2	2005	AMAT_fac	0	Indiana	IN
18	7	2005	AMAT_fac	0	Indiana	IN
18	3	2005	AMAT_fac	0	Indiana	IN
18	4	2005	AMAT_fac	0	Indiana	IN
18	9	2005	AMAT_fac	0	Indiana	IN
18	8	2005	AMAT_fac	0	Indiana	IN
46	1	2005	AMAT_fac	0	South Dakota	SD
45	5	2005	AMAT_fac	0	South Carolina	SC
45	1	2005	AMAT_fac	0	South Carolina	SC
45	6	2005	AMAT_fac	0	South Carolina	SC
45	4	2005	AMAT_fac	0	South Carolina	SC
45	7	2005	AMAT_fac	0	South Carolina	SC
45	3	2005	AMAT_fac	0	South Carolina	SC
45	2	2005	AMAT_fac	0	South Carolina	SC
38	1	2005	AMAT_fac	0	North Dakota	ND
22	5	2005	AMAT_fac	0	Louisiana	LA
22	1	2005	AMAT_fac	0	Louisiana	LA
22	2	2005	AMAT_fac	0	Louisiana	LA
22	6	2005	AMAT_fac	0	Louisiana	LA
22	3	2005	AMAT_fac	0	Louisiana	LA
22	4	2005	AMAT_fac	0	Louisiana	LA
33	1	2005	AMAT_fac	0	New Hampshire	NH
33	2	2005	AMAT_fac	0	New Hampshire	NH
56	1	2005	AMAT_fac	0	Wyoming	WY
37	5	2005	AMAT_fac	0	North Carolina	NC
37	9	2005	AMAT_fac	0	North Carolina	NC
37	2	2005	AMAT_fac	0	North Carolina	NC
37	3	2005	AMAT_fac	0	North Carolina	NC
37	4	2005	AMAT_fac	0	North Carolina	NC
37	8	2005	AMAT_fac	0	North Carolina	NC
37	1	2005	AMAT_fac	0	North Carolina	NC
37	6	2005	AMAT_fac	0	North Carolina	NC
37	10	2005	AMAT_fac	0	North Carolina	NC
37	7	2005	AMAT_fac	0	North Carolina	NC
37	12	2005	AMAT_fac	0	North Carolina	NC
37	13	2005	AMAT_fac	0	North Carolina	NC
37	11	2005	AMAT_fac	0	North Carolina	NC
28	3	2005	AMAT_fac	0	Mississippi	MS
28	4	2005	AMAT_fac	0	Mississippi	MS
28	1	2005	AMAT_fac	0	Mississippi	MS
28	2	2005	AMAT_fac	0	Mississippi	MS
11	1	2005	AMAT_fac	0	District of Columbia	DC
05	3	2005	AMAT_fac	0	Arkansas	AR
05	4	2005	AMAT_fac	0	Arkansas	AR
05	1	2005	AMAT_fac	0	Arkansas	AR
05	2	2005	AMAT_fac	0	Arkansas	AR
41	5	2005	AMAT_fac	0	Oregon	OR
41	4	2005	AMAT_fac	0	Oregon	OR
41	1	2005	AMAT_fac	0	Oregon	OR
41	2	2005	AMAT_fac	0	Oregon	OR
41	3	2005	AMAT_fac	0	Oregon	OR
55	2	2005	AMAT_fac	0	Wisconsin	WI
55	5	2005	AMAT_fac	0	Wisconsin	WI
55	1	2005	AMAT_fac	0	Wisconsin	WI
55	8	2005	AMAT_fac	0	Wisconsin	WI
55	6	2005	AMAT_fac	0	Wisconsin	WI
55	4	2005	AMAT_fac	0	Wisconsin	WI
55	3	2005	AMAT_fac	0	Wisconsin	WI
55	7	2005	AMAT_fac	0	Wisconsin	WI
44	1	2005	AMAT_fac	0	Rhode Island	RI
44	2	2005	AMAT_fac	0	Rhode Island	RI
35	3	2005	AMAT_fac	0	New Mexico	NM
35	1	2005	AMAT_fac	0	New Mexico	NM
35	2	2005	AMAT_fac	0	New Mexico	NM
17	5	2005	AMAT_fac	0	Illinois	IL
17	11	2005	AMAT_fac	0	Illinois	IL
17	2	2005	AMAT_fac	0	Illinois	IL
17	3	2005	AMAT_fac	0	Illinois	IL
17	4	2005	AMAT_fac	0	Illinois	IL
17	17	2005	AMAT_fac	0	Illinois	IL
17	8	2005	AMAT_fac	0	Illinois	IL
17	15	2005	AMAT_fac	0	Illinois	IL
17	1	2005	AMAT_fac	0	Illinois	IL
17	6	2005	AMAT_fac	0	Illinois	IL
17	10	2005	AMAT_fac	0	Illinois	IL
17	7	2005	AMAT_fac	0	Illinois	IL
17	16	2005	AMAT_fac	0	Illinois	IL
17	12	2005	AMAT_fac	0	Illinois	IL
17	13	2005	AMAT_fac	0	Illinois	IL
17	9	2005	AMAT_fac	0	Illinois	IL
17	18	2005	AMAT_fac	0	Illinois	IL
17	14	2005	AMAT_fac	0	Illinois	IL
26	5	2005	AMAT_fac	0	Michigan	MI
26	13	2005	AMAT_fac	0	Michigan	MI
26	2	2005	AMAT_fac	0	Michigan	MI
26	3	2005	AMAT_fac	0	Michigan	MI
26	11	2005	AMAT_fac	0	Michigan	MI
26	8	2005	AMAT_fac	0	Michigan	MI
26	1	2005	AMAT_fac	0	Michigan	MI
26	6	2005	AMAT_fac	0	Michigan	MI
26	10	2005	AMAT_fac	0	Michigan	MI
26	4	2005	AMAT_fac	0	Michigan	MI
26	7	2005	AMAT_fac	0	Michigan	MI
26	12	2005	AMAT_fac	0	Michigan	MI
26	14	2005	AMAT_fac	0	Michigan	MI
26	9	2005	AMAT_fac	0	Michigan	MI
36	5	2005	AMAT_fac	0	New York	NY
36	4	2005	AMAT_fac	0	New York	NY
36	18	2005	AMAT_fac	0	New York	NY
36	10	2005	AMAT_fac	0	New York	NY
36	1	2005	AMAT_fac	0	New York	NY
36	8	2005	AMAT_fac	0	New York	NY
36	16	2005	AMAT_fac	0	New York	NY
36	7	2005	AMAT_fac	0	New York	NY
36	11	2005	AMAT_fac	0	New York	NY
36	12	2005	AMAT_fac	0	New York	NY
36	19	2005	AMAT_fac	0	New York	NY
36	22	2005	AMAT_fac	0	New York	NY
36	2	2005	AMAT_fac	0	New York	NY
36	3	2005	AMAT_fac	0	New York	NY
36	14	2005	AMAT_fac	0	New York	NY
36	17	2005	AMAT_fac	0	New York	NY
36	26	2005	AMAT_fac	0	New York	NY
36	15	2005	AMAT_fac	0	New York	NY
36	27	2005	AMAT_fac	0	New York	NY
36	6	2005	AMAT_fac	0	New York	NY
36	25	2005	AMAT_fac	0	New York	NY
36	21	2005	AMAT_fac	0	New York	NY
36	23	2005	AMAT_fac	0	New York	NY
36	20	2005	AMAT_fac	0	New York	NY
36	24	2005	AMAT_fac	0	New York	NY
36	13	2005	AMAT_fac	0	New York	NY
36	9	2005	AMAT_fac	0	New York	NY
15	1	2005	AMAT_fac	0	Hawaii	HI
15	2	2005	AMAT_fac	0	Hawaii	HI
47	6	2005	AMAT_fac	0	Tennessee	TN
47	5	2005	AMAT_fac	0	Tennessee	TN
47	1	2005	AMAT_fac	0	Tennessee	TN
47	8	2005	AMAT_fac	0	Tennessee	TN
47	2	2005	AMAT_fac	0	Tennessee	TN
47	7	2005	AMAT_fac	0	Tennessee	TN
47	3	2005	AMAT_fac	0	Tennessee	TN
47	4	2005	AMAT_fac	0	Tennessee	TN
47	9	2005	AMAT_fac	0	Tennessee	TN
40	3	2005	AMAT_fac	0	Oklahoma	OK
40	4	2005	AMAT_fac	0	Oklahoma	OK
40	1	2005	AMAT_fac	0	Oklahoma	OK
40	5	2005	AMAT_fac	0	Oklahoma	OK
40	2	2005	AMAT_fac	0	Oklahoma	OK
21	5	2005	AMAT_fac	0	Kentucky	KY
21	1	2005	AMAT_fac	0	Kentucky	KY
21	2	2005	AMAT_fac	0	Kentucky	KY
21	4	2005	AMAT_fac	0	Kentucky	KY
21	3	2005	AMAT_fac	0	Kentucky	KY
21	6	2005	AMAT_fac	0	Kentucky	KY
39	5	2005	AMAT_fac	0	Ohio	OH
39	9	2005	AMAT_fac	0	Ohio	OH
39	2	2005	AMAT_fac	0	Ohio	OH
39	13	2005	AMAT_fac	0	Ohio	OH
39	3	2005	AMAT_fac	0	Ohio	OH
39	14	2005	AMAT_fac	0	Ohio	OH
39	8	2005	AMAT_fac	0	Ohio	OH
39	16	2005	AMAT_fac	0	Ohio	OH
39	1	2005	AMAT_fac	0	Ohio	OH
39	6	2005	AMAT_fac	0	Ohio	OH
39	10	2005	AMAT_fac	0	Ohio	OH
39	4	2005	AMAT_fac	0	Ohio	OH
39	7	2005	AMAT_fac	0	Ohio	OH
39	12	2005	AMAT_fac	0	Ohio	OH
39	15	2005	AMAT_fac	0	Ohio	OH
39	11	2005	AMAT_fac	0	Ohio	OH
12	19	2005	AMAT_fac	0	Florida	FL
12	4	2005	AMAT_fac	0	Florida	FL
12	18	2005	AMAT_fac	0	Florida	FL
12	10	2005	AMAT_fac	0	Florida	FL
12	1	2005	AMAT_fac	0	Florida	FL
12	8	2005	AMAT_fac	0	Florida	FL
12	7	2005	AMAT_fac	0	Florida	FL
12	16	2005	AMAT_fac	0	Florida	FL
12	11	2005	AMAT_fac	0	Florida	FL
12	12	2005	AMAT_fac	0	Florida	FL
12	5	2005	AMAT_fac	0	Florida	FL
12	27	2005	AMAT_fac	0	Florida	FL
12	2	2005	AMAT_fac	0	Florida	FL
12	3	2005	AMAT_fac	0	Florida	FL
12	23	2005	AMAT_fac	0	Florida	FL
12	17	2005	AMAT_fac	0	Florida	FL
12	26	2005	AMAT_fac	0	Florida	FL
12	15	2005	AMAT_fac	0	Florida	FL
12	22	2005	AMAT_fac	0	Florida	FL
12	6	2005	AMAT_fac	0	Florida	FL
12	25	2005	AMAT_fac	0	Florida	FL
12	21	2005	AMAT_fac	0	Florida	FL
12	14	2005	AMAT_fac	0	Florida	FL
12	20	2005	AMAT_fac	0	Florida	FL
12	24	2005	AMAT_fac	0	Florida	FL
12	13	2005	AMAT_fac	0	Florida	FL
12	9	2005	AMAT_fac	0	Florida	FL
29	5	2005	AMAT_fac	0	Missouri	MO
29	1	2005	AMAT_fac	0	Missouri	MO
29	6	2005	AMAT_fac	0	Missouri	MO
29	2	2005	AMAT_fac	0	Missouri	MO
29	7	2005	AMAT_fac	0	Missouri	MO
29	3	2005	AMAT_fac	0	Missouri	MO
29	4	2005	AMAT_fac	0	Missouri	MO
29	8	2005	AMAT_fac	0	Missouri	MO
51	5	2005	AMAT_fac	0	Virginia	VA
51	1	2005	AMAT_fac	0	Virginia	VA
51	2	2005	AMAT_fac	0	Virginia	VA
51	10	2005	AMAT_fac	0	Virginia	VA
51	4	2005	AMAT_fac	0	Virginia	VA
51	7	2005	AMAT_fac	0	Virginia	VA
51	3	2005	AMAT_fac	0	Virginia	VA
51	6	2005	AMAT_fac	0	Virginia	VA
51	11	2005	AMAT_fac	0	Virginia	VA
51	9	2005	AMAT_fac	0	Virginia	VA
51	8	2005	AMAT_fac	0	Virginia	VA
72	1	2005	AMAT_fac	0	Puerto Rico	PR
31	3	2005	AMAT_fac	0	Nebraska	NE
31	1	2005	AMAT_fac	0	Nebraska	NE
31	2	2005	AMAT_fac	0	Nebraska	NE
24	5	2005	Med_SA_fac	29	Maryland	MD
24	1	2005	Med_SA_fac	54	Maryland	MD
24	2	2005	Med_SA_fac	92	Maryland	MD
24	4	2005	Med_SA_fac	21	Maryland	MD
24	3	2005	Med_SA_fac	100	Maryland	MD
24	6	2005	Med_SA_fac	27	Maryland	MD
24	7	2005	Med_SA_fac	72	Maryland	MD
24	8	2005	Med_SA_fac	27	Maryland	MD
04	5	2005	Med_SA_fac	30	Arizona	AZ
04	1	2005	Med_SA_fac	57	Arizona	AZ
04	2	2005	Med_SA_fac	16	Arizona	AZ
04	6	2005	Med_SA_fac	30	Arizona	AZ
04	7	2005	Med_SA_fac	30	Arizona	AZ
04	3	2005	Med_SA_fac	45	Arizona	AZ
04	4	2005	Med_SA_fac	38	Arizona	AZ
04	9	2005	Med_SA_fac	30	Arizona	AZ
04	8	2005	Med_SA_fac	30	Arizona	AZ
50	1	2005	Med_SA_fac	27	Vermont	VT
42	5	2005	Med_SA_fac	38	Pennsylvania	PA
42	9	2005	Med_SA_fac	25	Pennsylvania	PA
42	11	2005	Med_SA_fac	22	Pennsylvania	PA
42	3	2005	Med_SA_fac	23	Pennsylvania	PA
42	14	2005	Med_SA_fac	30	Pennsylvania	PA
42	18	2005	Med_SA_fac	34	Pennsylvania	PA
42	8	2005	Med_SA_fac	27	Pennsylvania	PA
42	10	2005	Med_SA_fac	20	Pennsylvania	PA
42	15	2005	Med_SA_fac	20	Pennsylvania	PA
42	1	2005	Med_SA_fac	60	Pennsylvania	PA
42	6	2005	Med_SA_fac	26	Pennsylvania	PA
42	2	2005	Med_SA_fac	69	Pennsylvania	PA
42	4	2005	Med_SA_fac	10	Pennsylvania	PA
42	7	2005	Med_SA_fac	39	Pennsylvania	PA
42	12	2005	Med_SA_fac	38	Pennsylvania	PA
42	13	2005	Med_SA_fac	69	Pennsylvania	PA
42	16	2005	Med_SA_fac	22	Pennsylvania	PA
42	17	2005	Med_SA_fac	15	Pennsylvania	PA
10	1	2005	Med_SA_fac	22	Delaware	DE
01	7	2005	Med_SA_fac	13	Alabama	AL
01	5	2005	Med_SA_fac	5	Alabama	AL
01	1	2005	Med_SA_fac	4	Alabama	AL
01	6	2005	Med_SA_fac	7	Alabama	AL
01	4	2005	Med_SA_fac	9	Alabama	AL
01	3	2005	Med_SA_fac	6	Alabama	AL
01	2	2005	Med_SA_fac	6	Alabama	AL
09	3	2005	Med_SA_fac	75	Connecticut	CT
09	4	2005	Med_SA_fac	60	Connecticut	CT
09	1	2005	Med_SA_fac	50	Connecticut	CT
09	5	2005	Med_SA_fac	95	Connecticut	CT
09	2	2005	Med_SA_fac	91	Connecticut	CT
16	1	2005	Med_SA_fac	16	Idaho	ID
16	2	2005	Med_SA_fac	11	Idaho	ID
48	19	2005	Med_SA_fac	6	Texas	TX
48	34	2005	Med_SA_fac	29	Texas	TX
48	4	2005	Med_SA_fac	14	Texas	TX
48	18	2005	Med_SA_fac	24	Texas	TX
48	12	2005	Med_SA_fac	12	Texas	TX
48	10	2005	Med_SA_fac	36	Texas	TX
48	1	2005	Med_SA_fac	8	Texas	TX
48	8	2005	Med_SA_fac	27	Texas	TX
48	7	2005	Med_SA_fac	24	Texas	TX
48	16	2005	Med_SA_fac	3	Texas	TX
48	28	2005	Med_SA_fac	34	Texas	TX
48	11	2005	Med_SA_fac	9	Texas	TX
48	33	2005	Med_SA_fac	27	Texas	TX
48	5	2005	Med_SA_fac	17	Texas	TX
48	27	2005	Med_SA_fac	8	Texas	TX
48	29	2005	Med_SA_fac	24	Texas	TX
48	2	2005	Med_SA_fac	24	Texas	TX
48	35	2005	Med_SA_fac	21	Texas	TX
48	3	2005	Med_SA_fac	3	Texas	TX
48	23	2005	Med_SA_fac	15	Texas	TX
48	17	2005	Med_SA_fac	16	Texas	TX
48	26	2005	Med_SA_fac	27	Texas	TX
48	30	2005	Med_SA_fac	17	Texas	TX
48	36	2005	Med_SA_fac	26	Texas	TX
48	15	2005	Med_SA_fac	22	Texas	TX
48	22	2005	Med_SA_fac	28	Texas	TX
48	6	2005	Med_SA_fac	10	Texas	TX
48	25	2005	Med_SA_fac	29	Texas	TX
48	21	2005	Med_SA_fac	22	Texas	TX
48	14	2005	Med_SA_fac	12	Texas	TX
48	20	2005	Med_SA_fac	8	Texas	TX
48	32	2005	Med_SA_fac	20	Texas	TX
48	24	2005	Med_SA_fac	27	Texas	TX
48	13	2005	Med_SA_fac	8	Texas	TX
48	9	2005	Med_SA_fac	25	Texas	TX
48	31	2005	Med_SA_fac	6	Texas	TX
19	3	2005	Med_SA_fac	14	Iowa	IA
19	4	2005	Med_SA_fac	28	Iowa	IA
19	1	2005	Med_SA_fac	13	Iowa	IA
19	2	2005	Med_SA_fac	25	Iowa	IA
54	3	2005	Med_SA_fac	17	West Virginia	WV
54	1	2005	Med_SA_fac	21	West Virginia	WV
54	2	2005	Med_SA_fac	19	West Virginia	WV
02	1	2005	Med_SA_fac	35	Alaska	AK
23	1	2005	Med_SA_fac	64	Maine	ME
23	2	2005	Med_SA_fac	94	Maine	ME
06	24	2005	Med_SA_fac	27	California	CA
06	26	2005	Med_SA_fac	127	California	CA
06	50	2005	Med_SA_fac	47	California	CA
06	42	2005	Med_SA_fac	13	California	CA
06	17	2005	Med_SA_fac	30	California	CA
06	10	2005	Med_SA_fac	4	California	CA
06	52	2005	Med_SA_fac	34	California	CA
06	8	2005	Med_SA_fac	26	California	CA
06	51	2005	Med_SA_fac	36	California	CA
06	16	2005	Med_SA_fac	16	California	CA
06	48	2005	Med_SA_fac	8	California	CA
06	5	2005	Med_SA_fac	22	California	CA
06	47	2005	Med_SA_fac	124	California	CA
06	23	2005	Med_SA_fac	131	California	CA
06	30	2005	Med_SA_fac	127	California	CA
06	25	2005	Med_SA_fac	127	California	CA
06	20	2005	Med_SA_fac	12	California	CA
06	32	2005	Med_SA_fac	116	California	CA
06	13	2005	Med_SA_fac	47	California	CA
06	9	2005	Med_SA_fac	14	California	CA
06	27	2005	Med_SA_fac	140	California	CA
06	19	2005	Med_SA_fac	7	California	CA
06	34	2005	Med_SA_fac	116	California	CA
06	49	2005	Med_SA_fac	42	California	CA
06	4	2005	Med_SA_fac	27	California	CA
06	18	2005	Med_SA_fac	11	California	CA
06	39	2005	Med_SA_fac	148	California	CA
06	38	2005	Med_SA_fac	124	California	CA
06	7	2005	Med_SA_fac	7	California	CA
06	1	2005	Med_SA_fac	25	California	CA
06	37	2005	Med_SA_fac	116	California	CA
06	28	2005	Med_SA_fac	116	California	CA
06	11	2005	Med_SA_fac	6	California	CA
06	12	2005	Med_SA_fac	24	California	CA
06	14	2005	Med_SA_fac	26	California	CA
06	2	2005	Med_SA_fac	18	California	CA
06	44	2005	Med_SA_fac	116	California	CA
06	43	2005	Med_SA_fac	116	California	CA
06	3	2005	Med_SA_fac	19	California	CA
06	53	2005	Med_SA_fac	34	California	CA
06	45	2005	Med_SA_fac	8	California	CA
06	35	2005	Med_SA_fac	140	California	CA
06	36	2005	Med_SA_fac	13	California	CA
06	15	2005	Med_SA_fac	29	California	CA
06	22	2005	Med_SA_fac	16	California	CA
06	6	2005	Med_SA_fac	9	California	CA
06	40	2005	Med_SA_fac	116	California	CA
06	21	2005	Med_SA_fac	25	California	CA
06	46	2005	Med_SA_fac	8	California	CA
06	33	2005	Med_SA_fac	116	California	CA
06	29	2005	Med_SA_fac	116	California	CA
06	41	2005	Med_SA_fac	13	California	CA
06	31	2005	Med_SA_fac	24	California	CA
30	1	2005	Med_SA_fac	25	Montana	MT
08	5	2005	Med_SA_fac	11	Colorado	CO
08	1	2005	Med_SA_fac	42	Colorado	CO
08	6	2005	Med_SA_fac	11	Colorado	CO
08	2	2005	Med_SA_fac	21	Colorado	CO
08	7	2005	Med_SA_fac	15	Colorado	CO
08	3	2005	Med_SA_fac	23	Colorado	CO
08	4	2005	Med_SA_fac	28	Colorado	CO
25	2	2005	Med_SA_fac	45	Massachusetts	MA
25	5	2005	Med_SA_fac	72	Massachusetts	MA
25	1	2005	Med_SA_fac	39	Massachusetts	MA
25	8	2005	Med_SA_fac	62	Massachusetts	MA
25	6	2005	Med_SA_fac	45	Massachusetts	MA
25	7	2005	Med_SA_fac	66	Massachusetts	MA
25	3	2005	Med_SA_fac	60	Massachusetts	MA
25	4	2005	Med_SA_fac	70	Massachusetts	MA
25	9	2005	Med_SA_fac	28	Massachusetts	MA
20	3	2005	Med_SA_fac	13	Kansas	KS
20	4	2005	Med_SA_fac	29	Kansas	KS
20	1	2005	Med_SA_fac	25	Kansas	KS
20	2	2005	Med_SA_fac	23	Kansas	KS
32	3	2005	Med_SA_fac	11	Nevada	NV
32	4	2005	Med_SA_fac	11	Nevada	NV
32	1	2005	Med_SA_fac	11	Nevada	NV
32	2	2005	Med_SA_fac	7	Nevada	NV
13	5	2005	Med_SA_fac	11	Georgia	GA
13	9	2005	Med_SA_fac	10	Georgia	GA
13	2	2005	Med_SA_fac	21	Georgia	GA
13	3	2005	Med_SA_fac	10	Georgia	GA
13	14	2005	Med_SA_fac	6	Georgia	GA
13	10	2005	Med_SA_fac	12	Georgia	GA
13	7	2005	Med_SA_fac	4	Georgia	GA
13	1	2005	Med_SA_fac	8	Georgia	GA
13	8	2005	Med_SA_fac	18	Georgia	GA
13	4	2005	Med_SA_fac	10	Georgia	GA
13	6	2005	Med_SA_fac	14	Georgia	GA
13	12	2005	Med_SA_fac	7	Georgia	GA
13	13	2005	Med_SA_fac	12	Georgia	GA
13	11	2005	Med_SA_fac	9	Georgia	GA
53	5	2005	Med_SA_fac	21	Washington	WA
53	1	2005	Med_SA_fac	54	Washington	WA
53	8	2005	Med_SA_fac	52	Washington	WA
53	6	2005	Med_SA_fac	31	Washington	WA
53	7	2005	Med_SA_fac	45	Washington	WA
53	3	2005	Med_SA_fac	22	Washington	WA
53	4	2005	Med_SA_fac	19	Washington	WA
53	9	2005	Med_SA_fac	49	Washington	WA
53	10	2005	Med_SA_fac	21	Washington	WA
53	2	2005	Med_SA_fac	19	Washington	WA
27	5	2005	Med_SA_fac	33	Minnesota	MN
27	1	2005	Med_SA_fac	16	Minnesota	MN
27	8	2005	Med_SA_fac	18	Minnesota	MN
27	2	2005	Med_SA_fac	8	Minnesota	MN
27	4	2005	Med_SA_fac	11	Minnesota	MN
27	7	2005	Med_SA_fac	22	Minnesota	MN
27	3	2005	Med_SA_fac	25	Minnesota	MN
27	6	2005	Med_SA_fac	34	Minnesota	MN
34	5	2005	Med_SA_fac	21	New Jersey	NJ
34	9	2005	Med_SA_fac	28	New Jersey	NJ
34	2	2005	Med_SA_fac	36	New Jersey	NJ
34	6	2005	Med_SA_fac	15	New Jersey	NJ
34	3	2005	Med_SA_fac	11	New Jersey	NJ
34	4	2005	Med_SA_fac	21	New Jersey	NJ
34	10	2005	Med_SA_fac	38	New Jersey	NJ
34	1	2005	Med_SA_fac	18	New Jersey	NJ
34	8	2005	Med_SA_fac	44	New Jersey	NJ
34	7	2005	Med_SA_fac	45	New Jersey	NJ
34	12	2005	Med_SA_fac	26	New Jersey	NJ
34	11	2005	Med_SA_fac	35	New Jersey	NJ
49	3	2005	Med_SA_fac	30	Utah	UT
49	4	2005	Med_SA_fac	26	Utah	UT
49	1	2005	Med_SA_fac	11	Utah	UT
49	2	2005	Med_SA_fac	35	Utah	UT
18	5	2005	Med_SA_fac	39	Indiana	IN
18	1	2005	Med_SA_fac	13	Indiana	IN
18	6	2005	Med_SA_fac	22	Indiana	IN
18	2	2005	Med_SA_fac	24	Indiana	IN
18	7	2005	Med_SA_fac	23	Indiana	IN
18	3	2005	Med_SA_fac	23	Indiana	IN
18	4	2005	Med_SA_fac	18	Indiana	IN
18	9	2005	Med_SA_fac	18	Indiana	IN
18	8	2005	Med_SA_fac	26	Indiana	IN
46	1	2005	Med_SA_fac	21	South Dakota	SD
45	5	2005	Med_SA_fac	12	South Carolina	SC
45	1	2005	Med_SA_fac	7	South Carolina	SC
45	6	2005	Med_SA_fac	20	South Carolina	SC
45	4	2005	Med_SA_fac	6	South Carolina	SC
45	7	2005	Med_SA_fac	9	South Carolina	SC
45	3	2005	Med_SA_fac	14	South Carolina	SC
45	2	2005	Med_SA_fac	8	South Carolina	SC
38	1	2005	Med_SA_fac	20	North Dakota	ND
22	5	2005	Med_SA_fac	3	Louisiana	LA
22	1	2005	Med_SA_fac	9	Louisiana	LA
22	2	2005	Med_SA_fac	12	Louisiana	LA
22	6	2005	Med_SA_fac	6	Louisiana	LA
22	3	2005	Med_SA_fac	6	Louisiana	LA
22	4	2005	Med_SA_fac	5	Louisiana	LA
33	1	2005	Med_SA_fac	17	New Hampshire	NH
33	2	2005	Med_SA_fac	20	New Hampshire	NH
56	1	2005	Med_SA_fac	30	Wyoming	WY
37	5	2005	Med_SA_fac	12	North Carolina	NC
37	9	2005	Med_SA_fac	22	North Carolina	NC
37	2	2005	Med_SA_fac	11	North Carolina	NC
37	3	2005	Med_SA_fac	11	North Carolina	NC
37	4	2005	Med_SA_fac	12	North Carolina	NC
37	8	2005	Med_SA_fac	6	North Carolina	NC
37	1	2005	Med_SA_fac	14	North Carolina	NC
37	6	2005	Med_SA_fac	23	North Carolina	NC
37	10	2005	Med_SA_fac	13	North Carolina	NC
37	7	2005	Med_SA_fac	14	North Carolina	NC
37	12	2005	Med_SA_fac	3	North Carolina	NC
37	13	2005	Med_SA_fac	13	North Carolina	NC
37	11	2005	Med_SA_fac	21	North Carolina	NC
28	3	2005	Med_SA_fac	15	Mississippi	MS
28	4	2005	Med_SA_fac	16	Mississippi	MS
28	1	2005	Med_SA_fac	16	Mississippi	MS
28	2	2005	Med_SA_fac	17	Mississippi	MS
11	1	2005	Med_SA_fac	20	District of Columbia	DC
05	3	2005	Med_SA_fac	4	Arkansas	AR
05	4	2005	Med_SA_fac	1	Arkansas	AR
05	1	2005	Med_SA_fac	5	Arkansas	AR
05	2	2005	Med_SA_fac	3	Arkansas	AR
41	5	2005	Med_SA_fac	40	Oregon	OR
41	4	2005	Med_SA_fac	29	Oregon	OR
41	1	2005	Med_SA_fac	32	Oregon	OR
41	2	2005	Med_SA_fac	40	Oregon	OR
41	3	2005	Med_SA_fac	21	Oregon	OR
55	2	2005	Med_SA_fac	20	Wisconsin	WI
55	5	2005	Med_SA_fac	38	Wisconsin	WI
55	1	2005	Med_SA_fac	43	Wisconsin	WI
55	8	2005	Med_SA_fac	20	Wisconsin	WI
55	6	2005	Med_SA_fac	39	Wisconsin	WI
55	4	2005	Med_SA_fac	30	Wisconsin	WI
55	3	2005	Med_SA_fac	28	Wisconsin	WI
