STATEFP	YEAR	INDICATOR	VALUE	STATE	STATEABBREVIATION
44	2012	Med_SA_fac	45	Rhode Island	RI
35	2012	Med_SA_fac	69	New Mexico	NM
17	2012	Med_SA_fac	278	Illinois	IL
26	2012	Med_SA_fac	308	Michigan	MI
36	2012	Med_SA_fac	701	New York	NY
15	2012	Med_SA_fac	20	Hawaii	HI
47	2012	Med_SA_fac	102	Tennessee	TN
40	2012	Med_SA_fac	115	Oklahoma	OK
21	2012	Med_SA_fac	107	Kentucky	KY
39	2012	Med_SA_fac	261	Ohio	OH
12	2012	Med_SA_fac	158	Florida	FL
29	2012	Med_SA_fac	154	Missouri	MO
51	2012	Med_SA_fac	81	Virginia	VA
72	2012	Med_SA_fac	7	Puerto Rico	PR
31	2012	Med_SA_fac	74	Nebraska	NE
24	2012	Med_SMAT_fac	107	Maryland	MD
04	2012	Med_SMAT_fac	43	Arizona	AZ
50	2012	Med_SMAT_fac	15	Vermont	VT
42	2012	Med_SMAT_fac	109	Pennsylvania	PA
10	2012	Med_SMAT_fac	8	Delaware	DE
01	2012	Med_SMAT_fac	7	Alabama	AL
09	2012	Med_SMAT_fac	42	Connecticut	CT
16	2012	Med_SMAT_fac	4	Idaho	ID
48	2012	Med_SMAT_fac	51	Texas	TX
19	2012	Med_SMAT_fac	3	Iowa	IA
54	2012	Med_SMAT_fac	14	West Virginia	WV
02	2012	Med_SMAT_fac	5	Alaska	AK
23	2012	Med_SMAT_fac	38	Maine	ME
06	2012	Med_SMAT_fac	125	California	CA
30	2012	Med_SMAT_fac	7	Montana	MT
08	2012	Med_SMAT_fac	21	Colorado	CO
25	2012	Med_SMAT_fac	90	Massachusetts	MA
20	2012	Med_SMAT_fac	16	Kansas	KS
32	2012	Med_SMAT_fac	11	Nevada	NV
13	2012	Med_SMAT_fac	21	Georgia	GA
53	2012	Med_SMAT_fac	39	Washington	WA
27	2012	Med_SMAT_fac	23	Minnesota	MN
00	2012	Med_SMAT_fac	1789	United States	US
34	2012	Med_SMAT_fac	53	New Jersey	NJ
49	2012	Med_SMAT_fac	17	Utah	UT
18	2012	Med_SMAT_fac	25	Indiana	IN
46	2012	Med_SMAT_fac	1	South Dakota	SD
45	2012	Med_SMAT_fac	9	South Carolina	SC
38	2012	Med_SMAT_fac	3	North Dakota	ND
22	2012	Med_SMAT_fac	3	Louisiana	LA
33	2012	Med_SMAT_fac	10	New Hampshire	NH
56	2012	Med_SMAT_fac	8	Wyoming	WY
37	2012	Med_SMAT_fac	53	North Carolina	NC
28	2012	Med_SMAT_fac	5	Mississippi	MS
11	2012	Med_SMAT_fac	9	District of Columbia	DC
05	2012	Med_SMAT_fac	1	Arkansas	AR
41	2012	Med_SMAT_fac	22	Oregon	OR
55	2012	Med_SMAT_fac	43	Wisconsin	WI
44	2012	Med_SMAT_fac	21	Rhode Island	RI
35	2012	Med_SMAT_fac	16	New Mexico	NM
17	2012	Med_SMAT_fac	72	Illinois	IL
26	2012	Med_SMAT_fac	73	Michigan	MI
36	2012	Med_SMAT_fac	369	New York	NY
15	2012	Med_SMAT_fac	4	Hawaii	HI
47	2012	Med_SMAT_fac	10	Tennessee	TN
40	2012	Med_SMAT_fac	10	Oklahoma	OK
21	2012	Med_SMAT_fac	7	Kentucky	KY
39	2012	Med_SMAT_fac	58	Ohio	OH
12	2012	Med_SMAT_fac	34	Florida	FL
29	2012	Med_SMAT_fac	22	Missouri	MO
51	2012	Med_SMAT_fac	27	Virginia	VA
72	2012	Med_SMAT_fac	0	Puerto Rico	PR
31	2012	Med_SMAT_fac	5	Nebraska	NE
24	2012	Med_TMAT_fac	28	Maryland	MD
04	2012	Med_TMAT_fac	12	Arizona	AZ
50	2012	Med_TMAT_fac	6	Vermont	VT
42	2012	Med_TMAT_fac	21	Pennsylvania	PA
10	2012	Med_TMAT_fac	4	Delaware	DE
01	2012	Med_TMAT_fac	2	Alabama	AL
09	2012	Med_TMAT_fac	18	Connecticut	CT
16	2012	Med_TMAT_fac	0	Idaho	ID
48	2012	Med_TMAT_fac	9	Texas	TX
19	2012	Med_TMAT_fac	0	Iowa	IA
54	2012	Med_TMAT_fac	1	West Virginia	WV
02	2012	Med_TMAT_fac	0	Alaska	AK
23	2012	Med_TMAT_fac	3	Maine	ME
06	2012	Med_TMAT_fac	40	California	CA
30	2012	Med_TMAT_fac	0	Montana	MT
08	2012	Med_TMAT_fac	5	Colorado	CO
25	2012	Med_TMAT_fac	29	Massachusetts	MA
20	2012	Med_TMAT_fac	1	Kansas	KS
32	2012	Med_TMAT_fac	6	Nevada	NV
13	2012	Med_TMAT_fac	3	Georgia	GA
53	2012	Med_TMAT_fac	4	Washington	WA
27	2012	Med_TMAT_fac	7	Minnesota	MN
00	2012	Med_TMAT_fac	354	United States	US
34	2012	Med_TMAT_fac	11	New Jersey	NJ
49	2012	Med_TMAT_fac	8	Utah	UT
18	2012	Med_TMAT_fac	4	Indiana	IN
46	2012	Med_TMAT_fac	0	South Dakota	SD
45	2012	Med_TMAT_fac	1	South Carolina	SC
38	2012	Med_TMAT_fac	0	North Dakota	ND
22	2012	Med_TMAT_fac	0	Louisiana	LA
33	2012	Med_TMAT_fac	3	New Hampshire	NH
56	2012	Med_TMAT_fac	0	Wyoming	WY
37	2012	Med_TMAT_fac	7	North Carolina	NC
28	2012	Med_TMAT_fac	0	Mississippi	MS
11	2012	Med_TMAT_fac	1	District of Columbia	DC
05	2012	Med_TMAT_fac	0	Arkansas	AR
41	2012	Med_TMAT_fac	6	Oregon	OR
55	2012	Med_TMAT_fac	6	Wisconsin	WI
44	2012	Med_TMAT_fac	7	Rhode Island	RI
35	2012	Med_TMAT_fac	1	New Mexico	NM
17	2012	Med_TMAT_fac	7	Illinois	IL
26	2012	Med_TMAT_fac	14	Michigan	MI
36	2012	Med_TMAT_fac	55	New York	NY
15	2012	Med_TMAT_fac	2	Hawaii	HI
47	2012	Med_TMAT_fac	0	Tennessee	TN
40	2012	Med_TMAT_fac	0	Oklahoma	OK
21	2012	Med_TMAT_fac	2	Kentucky	KY
39	2012	Med_TMAT_fac	5	Ohio	OH
12	2012	Med_TMAT_fac	12	Florida	FL
29	2012	Med_TMAT_fac	0	Missouri	MO
51	2012	Med_TMAT_fac	3	Virginia	VA
72	2012	Med_TMAT_fac	0	Puerto Rico	PR
31	2012	Med_TMAT_fac	0	Nebraska	NE
24	2012	Med_AMAT_fac	0	Maryland	MD
04	2012	Med_AMAT_fac	0	Arizona	AZ
50	2012	Med_AMAT_fac	0	Vermont	VT
42	2012	Med_AMAT_fac	0	Pennsylvania	PA
10	2012	Med_AMAT_fac	0	Delaware	DE
01	2012	Med_AMAT_fac	0	Alabama	AL
09	2012	Med_AMAT_fac	0	Connecticut	CT
16	2012	Med_AMAT_fac	0	Idaho	ID
48	2012	Med_AMAT_fac	0	Texas	TX
19	2012	Med_AMAT_fac	0	Iowa	IA
54	2012	Med_AMAT_fac	0	West Virginia	WV
02	2012	Med_AMAT_fac	0	Alaska	AK
23	2012	Med_AMAT_fac	0	Maine	ME
06	2012	Med_AMAT_fac	0	California	CA
30	2012	Med_AMAT_fac	0	Montana	MT
08	2012	Med_AMAT_fac	0	Colorado	CO
25	2012	Med_AMAT_fac	0	Massachusetts	MA
20	2012	Med_AMAT_fac	0	Kansas	KS
32	2012	Med_AMAT_fac	0	Nevada	NV
13	2012	Med_AMAT_fac	0	Georgia	GA
53	2012	Med_AMAT_fac	0	Washington	WA
27	2012	Med_AMAT_fac	0	Minnesota	MN
00	2012	Med_AMAT_fac	0	United States	US
34	2012	Med_AMAT_fac	0	New Jersey	NJ
49	2012	Med_AMAT_fac	0	Utah	UT
18	2012	Med_AMAT_fac	0	Indiana	IN
46	2012	Med_AMAT_fac	0	South Dakota	SD
45	2012	Med_AMAT_fac	0	South Carolina	SC
38	2012	Med_AMAT_fac	0	North Dakota	ND
22	2012	Med_AMAT_fac	0	Louisiana	LA
33	2012	Med_AMAT_fac	0	New Hampshire	NH
56	2012	Med_AMAT_fac	0	Wyoming	WY
37	2012	Med_AMAT_fac	0	North Carolina	NC
28	2012	Med_AMAT_fac	0	Mississippi	MS
11	2012	Med_AMAT_fac	0	District of Columbia	DC
05	2012	Med_AMAT_fac	0	Arkansas	AR
41	2012	Med_AMAT_fac	0	Oregon	OR
55	2012	Med_AMAT_fac	0	Wisconsin	WI
44	2012	Med_AMAT_fac	0	Rhode Island	RI
35	2012	Med_AMAT_fac	0	New Mexico	NM
17	2012	Med_AMAT_fac	0	Illinois	IL
26	2012	Med_AMAT_fac	0	Michigan	MI
36	2012	Med_AMAT_fac	0	New York	NY
15	2012	Med_AMAT_fac	0	Hawaii	HI
47	2012	Med_AMAT_fac	0	Tennessee	TN
40	2012	Med_AMAT_fac	0	Oklahoma	OK
21	2012	Med_AMAT_fac	0	Kentucky	KY
39	2012	Med_AMAT_fac	0	Ohio	OH
12	2012	Med_AMAT_fac	0	Florida	FL
29	2012	Med_AMAT_fac	0	Missouri	MO
51	2012	Med_AMAT_fac	0	Virginia	VA
72	2012	Med_AMAT_fac	0	Puerto Rico	PR
31	2012	Med_AMAT_fac	0	Nebraska	NE
24	2008	SA_fac	310	Maryland	MD
04	2008	SA_fac	145	Arizona	AZ
50	2008	SA_fac	31	Vermont	VT
42	2008	SA_fac	413	Pennsylvania	PA
10	2008	SA_fac	29	Delaware	DE
01	2008	SA_fac	94	Alabama	AL
09	2008	SA_fac	170	Connecticut	CT
16	2008	SA_fac	58	Idaho	ID
48	2008	SA_fac	435	Texas	TX
19	2008	SA_fac	89	Iowa	IA
54	2008	SA_fac	63	West Virginia	WV
02	2008	SA_fac	55	Alaska	AK
23	2008	SA_fac	177	Maine	ME
06	2008	SA_fac	1512	California	CA
30	2008	SA_fac	39	Montana	MT
08	2008	SA_fac	364	Colorado	CO
25	2008	SA_fac	219	Massachusetts	MA
20	2008	SA_fac	204	Kansas	KS
32	2008	SA_fac	50	Nevada	NV
13	2008	SA_fac	158	Georgia	GA
53	2008	SA_fac	391	Washington	WA
27	2008	SA_fac	250	Minnesota	MN
00	2008	SA_fac	11267	United States	US
34	2008	SA_fac	277	New Jersey	NJ
49	2008	SA_fac	112	Utah	UT
18	2008	SA_fac	290	Indiana	IN
46	2008	SA_fac	51	South Dakota	SD
45	2008	SA_fac	80	South Carolina	SC
38	2008	SA_fac	56	North Dakota	ND
22	2008	SA_fac	117	Louisiana	LA
33	2008	SA_fac	38	New Hampshire	NH
56	2008	SA_fac	44	Wyoming	WY
37	2008	SA_fac	301	North Carolina	NC
28	2008	SA_fac	80	Mississippi	MS
11	2008	SA_fac	39	District of Columbia	DC
05	2008	SA_fac	36	Arkansas	AR
41	2008	SA_fac	192	Oregon	OR
55	2008	SA_fac	207	Wisconsin	WI
44	2008	SA_fac	46	Rhode Island	RI
35	2008	SA_fac	72	New Mexico	NM
17	2008	SA_fac	566	Illinois	IL
26	2008	SA_fac	462	Michigan	MI
36	2008	SA_fac	895	New York	NY
15	2008	SA_fac	109	Hawaii	HI
47	2008	SA_fac	158	Tennessee	TN
40	2008	SA_fac	147	Oklahoma	OK
21	2008	SA_fac	267	Kentucky	KY
39	2008	SA_fac	347	Ohio	OH
12	2008	SA_fac	469	Florida	FL
29	2008	SA_fac	216	Missouri	MO
51	2008	SA_fac	108	Virginia	VA
72	2008	SA_fac	139	Puerto Rico	PR
31	2008	SA_fac	87	Nebraska	NE
24	2008	SMAT_fac	114	Maryland	MD
04	2008	SMAT_fac	49	Arizona	AZ
50	2008	SMAT_fac	13	Vermont	VT
42	2008	SMAT_fac	82	Pennsylvania	PA
10	2008	SMAT_fac	6	Delaware	DE
01	2008	SMAT_fac	24	Alabama	AL
09	2008	SMAT_fac	57	Connecticut	CT
16	2008	SMAT_fac	3	Idaho	ID
48	2008	SMAT_fac	98	Texas	TX
19	2008	SMAT_fac	7	Iowa	IA
54	2008	SMAT_fac	16	West Virginia	WV
02	2008	SMAT_fac	5	Alaska	AK
23	2008	SMAT_fac	39	Maine	ME
06	2008	SMAT_fac	251	California	CA
30	2008	SMAT_fac	6	Montana	MT
08	2008	SMAT_fac	25	Colorado	CO
25	2008	SMAT_fac	80	Massachusetts	MA
20	2008	SMAT_fac	10	Kansas	KS
32	2008	SMAT_fac	9	Nevada	NV
13	2008	SMAT_fac	48	Georgia	GA
53	2008	SMAT_fac	45	Washington	WA
27	2008	SMAT_fac	29	Minnesota	MN
00	2008	SMAT_fac	2224	United States	US
34	2008	SMAT_fac	66	New Jersey	NJ
49	2008	SMAT_fac	27	Utah	UT
18	2008	SMAT_fac	53	Indiana	IN
46	2008	SMAT_fac	1	South Dakota	SD
45	2008	SMAT_fac	20	South Carolina	SC
38	2008	SMAT_fac	4	North Dakota	ND
22	2008	SMAT_fac	16	Louisiana	LA
33	2008	SMAT_fac	10	New Hampshire	NH
56	2008	SMAT_fac	2	Wyoming	WY
37	2008	SMAT_fac	52	North Carolina	NC
28	2008	SMAT_fac	6	Mississippi	MS
11	2008	SMAT_fac	13	District of Columbia	DC
05	2008	SMAT_fac	6	Arkansas	AR
41	2008	SMAT_fac	34	Oregon	OR
55	2008	SMAT_fac	61	Wisconsin	WI
44	2008	SMAT_fac	21	Rhode Island	RI
35	2008	SMAT_fac	10	New Mexico	NM
17	2008	SMAT_fac	96	Illinois	IL
26	2008	SMAT_fac	78	Michigan	MI
36	2008	SMAT_fac	352	New York	NY
15	2008	SMAT_fac	6	Hawaii	HI
47	2008	SMAT_fac	28	Tennessee	TN
40	2008	SMAT_fac	13	Oklahoma	OK
21	2008	SMAT_fac	27	Kentucky	KY
39	2008	SMAT_fac	56	Ohio	OH
12	2008	SMAT_fac	74	Florida	FL
29	2008	SMAT_fac	19	Missouri	MO
51	2008	SMAT_fac	37	Virginia	VA
72	2008	SMAT_fac	11	Puerto Rico	PR
31	2008	SMAT_fac	7	Nebraska	NE
24	2008	TMAT_fac	31	Maryland	MD
04	2008	TMAT_fac	10	Arizona	AZ
50	2008	TMAT_fac	2	Vermont	VT
42	2008	TMAT_fac	16	Pennsylvania	PA
10	2008	TMAT_fac	4	Delaware	DE
01	2008	TMAT_fac	11	Alabama	AL
09	2008	TMAT_fac	17	Connecticut	CT
16	2008	TMAT_fac	0	Idaho	ID
48	2008	TMAT_fac	16	Texas	TX
19	2008	TMAT_fac	1	Iowa	IA
54	2008	TMAT_fac	5	West Virginia	WV
02	2008	TMAT_fac	0	Alaska	AK
23	2008	TMAT_fac	6	Maine	ME
06	2008	TMAT_fac	44	California	CA
30	2008	TMAT_fac	0	Montana	MT
08	2008	TMAT_fac	4	Colorado	CO
25	2008	TMAT_fac	16	Massachusetts	MA
20	2008	TMAT_fac	2	Kansas	KS
32	2008	TMAT_fac	5	Nevada	NV
13	2008	TMAT_fac	7	Georgia	GA
53	2008	TMAT_fac	7	Washington	WA
27	2008	TMAT_fac	8	Minnesota	MN
00	2008	TMAT_fac	422	United States	US
34	2008	TMAT_fac	11	New Jersey	NJ
49	2008	TMAT_fac	10	Utah	UT
18	2008	TMAT_fac	8	Indiana	IN
46	2008	TMAT_fac	0	South Dakota	SD
45	2008	TMAT_fac	7	South Carolina	SC
38	2008	TMAT_fac	0	North Dakota	ND
22	2008	TMAT_fac	6	Louisiana	LA
33	2008	TMAT_fac	4	New Hampshire	NH
56	2008	TMAT_fac	0	Wyoming	WY
37	2008	TMAT_fac	11	North Carolina	NC
28	2008	TMAT_fac	1	Mississippi	MS
11	2008	TMAT_fac	5	District of Columbia	DC
05	2008	TMAT_fac	1	Arkansas	AR
41	2008	TMAT_fac	6	Oregon	OR
55	2008	TMAT_fac	8	Wisconsin	WI
44	2008	TMAT_fac	5	Rhode Island	RI
35	2008	TMAT_fac	1	New Mexico	NM
17	2008	TMAT_fac	14	Illinois	IL
26	2008	TMAT_fac	16	Michigan	MI
36	2008	TMAT_fac	45	New York	NY
15	2008	TMAT_fac	1	Hawaii	HI
47	2008	TMAT_fac	3	Tennessee	TN
40	2008	TMAT_fac	3	Oklahoma	OK
21	2008	TMAT_fac	4	Kentucky	KY
39	2008	TMAT_fac	5	Ohio	OH
12	2008	TMAT_fac	20	Florida	FL
29	2008	TMAT_fac	3	Missouri	MO
51	2008	TMAT_fac	10	Virginia	VA
72	2008	TMAT_fac	0	Puerto Rico	PR
31	2008	TMAT_fac	1	Nebraska	NE
24	2008	AMAT_fac	0	Maryland	MD
04	2008	AMAT_fac	0	Arizona	AZ
50	2008	AMAT_fac	0	Vermont	VT
42	2008	AMAT_fac	0	Pennsylvania	PA
10	2008	AMAT_fac	0	Delaware	DE
01	2008	AMAT_fac	0	Alabama	AL
09	2008	AMAT_fac	0	Connecticut	CT
16	2008	AMAT_fac	0	Idaho	ID
48	2008	AMAT_fac	0	Texas	TX
19	2008	AMAT_fac	0	Iowa	IA
54	2008	AMAT_fac	0	West Virginia	WV
02	2008	AMAT_fac	0	Alaska	AK
23	2008	AMAT_fac	0	Maine	ME
06	2008	AMAT_fac	0	California	CA
30	2008	AMAT_fac	0	Montana	MT
08	2008	AMAT_fac	0	Colorado	CO
25	2008	AMAT_fac	0	Massachusetts	MA
20	2008	AMAT_fac	0	Kansas	KS
32	2008	AMAT_fac	0	Nevada	NV
13	2008	AMAT_fac	0	Georgia	GA
53	2008	AMAT_fac	0	Washington	WA
27	2008	AMAT_fac	0	Minnesota	MN
00	2008	AMAT_fac	0	United States	US
34	2008	AMAT_fac	0	New Jersey	NJ
49	2008	AMAT_fac	0	Utah	UT
18	2008	AMAT_fac	0	Indiana	IN
46	2008	AMAT_fac	0	South Dakota	SD
45	2008	AMAT_fac	0	South Carolina	SC
38	2008	AMAT_fac	0	North Dakota	ND
22	2008	AMAT_fac	0	Louisiana	LA
33	2008	AMAT_fac	0	New Hampshire	NH
56	2008	AMAT_fac	0	Wyoming	WY
37	2008	AMAT_fac	0	North Carolina	NC
28	2008	AMAT_fac	0	Mississippi	MS
11	2008	AMAT_fac	0	District of Columbia	DC
05	2008	AMAT_fac	0	Arkansas	AR
41	2008	AMAT_fac	0	Oregon	OR
55	2008	AMAT_fac	0	Wisconsin	WI
44	2008	AMAT_fac	0	Rhode Island	RI
35	2008	AMAT_fac	0	New Mexico	NM
17	2008	AMAT_fac	0	Illinois	IL
26	2008	AMAT_fac	0	Michigan	MI
36	2008	AMAT_fac	0	New York	NY
15	2008	AMAT_fac	0	Hawaii	HI
47	2008	AMAT_fac	0	Tennessee	TN
40	2008	AMAT_fac	0	Oklahoma	OK
21	2008	AMAT_fac	0	Kentucky	KY
39	2008	AMAT_fac	0	Ohio	OH
12	2008	AMAT_fac	0	Florida	FL
29	2008	AMAT_fac	0	Missouri	MO
51	2008	AMAT_fac	0	Virginia	VA
72	2008	AMAT_fac	0	Puerto Rico	PR
31	2008	AMAT_fac	0	Nebraska	NE
24	2008	Med_SA_fac	128	Maryland	MD
04	2008	Med_SA_fac	71	Arizona	AZ
50	2008	Med_SA_fac	25	Vermont	VT
42	2008	Med_SA_fac	276	Pennsylvania	PA
10	2008	Med_SA_fac	17	Delaware	DE
01	2008	Med_SA_fac	36	Alabama	AL
09	2008	Med_SA_fac	109	Connecticut	CT
16	2008	Med_SA_fac	19	Idaho	ID
48	2008	Med_SA_fac	125	Texas	TX
19	2008	Med_SA_fac	64	Iowa	IA
54	2008	Med_SA_fac	46	West Virginia	WV
02	2008	Med_SA_fac	35	Alaska	AK
23	2008	Med_SA_fac	128	Maine	ME
06	2008	Med_SA_fac	335	California	CA
30	2008	Med_SA_fac	25	Montana	MT
08	2008	Med_SA_fac	101	Colorado	CO
25	2008	Med_SA_fac	117	Massachusetts	MA
20	2008	Med_SA_fac	125	Kansas	KS
32	2008	Med_SA_fac	14	Nevada	NV
13	2008	Med_SA_fac	77	Georgia	GA
53	2008	Med_SA_fac	173	Washington	WA
27	2008	Med_SA_fac	87	Minnesota	MN
00	2008	Med_SA_fac	5247	United States	US
34	2008	Med_SA_fac	113	New Jersey	NJ
49	2008	Med_SA_fac	59	Utah	UT
18	2008	Med_SA_fac	170	Indiana	IN
46	2008	Med_SA_fac	28	South Dakota	SD
45	2008	Med_SA_fac	44	South Carolina	SC
38	2008	Med_SA_fac	20	North Dakota	ND
22	2008	Med_SA_fac	30	Louisiana	LA
33	2008	Med_SA_fac	12	New Hampshire	NH
56	2008	Med_SA_fac	30	Wyoming	WY
37	2008	Med_SA_fac	167	North Carolina	NC
28	2008	Med_SA_fac	53	Mississippi	MS
11	2008	Med_SA_fac	14	District of Columbia	DC
05	2008	Med_SA_fac	10	Arkansas	AR
41	2008	Med_SA_fac	96	Oregon	OR
55	2008	Med_SA_fac	130	Wisconsin	WI
44	2008	Med_SA_fac	36	Rhode Island	RI
35	2008	Med_SA_fac	46	New Mexico	NM
17	2008	Med_SA_fac	229	Illinois	IL
26	2008	Med_SA_fac	299	Michigan	MI
36	2008	Med_SA_fac	628	New York	NY
15	2008	Med_SA_fac	19	Hawaii	HI
47	2008	Med_SA_fac	77	Tennessee	TN
40	2008	Med_SA_fac	62	Oklahoma	OK
21	2008	Med_SA_fac	106	Kentucky	KY
39	2008	Med_SA_fac	253	Ohio	OH
12	2008	Med_SA_fac	150	Florida	FL
29	2008	Med_SA_fac	112	Missouri	MO
51	2008	Med_SA_fac	58	Virginia	VA
72	2008	Med_SA_fac	8	Puerto Rico	PR
31	2008	Med_SA_fac	55	Nebraska	NE
24	2008	Med_SMAT_fac	67	Maryland	MD
04	2008	Med_SMAT_fac	29	Arizona	AZ
50	2008	Med_SMAT_fac	13	Vermont	VT
42	2008	Med_SMAT_fac	53	Pennsylvania	PA
10	2008	Med_SMAT_fac	4	Delaware	DE
01	2008	Med_SMAT_fac	7	Alabama	AL
09	2008	Med_SMAT_fac	45	Connecticut	CT
16	2008	Med_SMAT_fac	1	Idaho	ID
48	2008	Med_SMAT_fac	18	Texas	TX
19	2008	Med_SMAT_fac	4	Iowa	IA
54	2008	Med_SMAT_fac	9	West Virginia	WV
02	2008	Med_SMAT_fac	2	Alaska	AK
23	2008	Med_SMAT_fac	29	Maine	ME
06	2008	Med_SMAT_fac	91	California	CA
30	2008	Med_SMAT_fac	5	Montana	MT
08	2008	Med_SMAT_fac	13	Colorado	CO
25	2008	Med_SMAT_fac	57	Massachusetts	MA
20	2008	Med_SMAT_fac	8	Kansas	KS
32	2008	Med_SMAT_fac	4	Nevada	NV
13	2008	Med_SMAT_fac	11	Georgia	GA
53	2008	Med_SMAT_fac	28	Washington	WA
27	2008	Med_SMAT_fac	10	Minnesota	MN
00	2008	Med_SMAT_fac	1217	United States	US
34	2008	Med_SMAT_fac	36	New Jersey	NJ
49	2008	Med_SMAT_fac	12	Utah	UT
18	2008	Med_SMAT_fac	37	Indiana	IN
46	2008	Med_SMAT_fac	1	South Dakota	SD
45	2008	Med_SMAT_fac	7	South Carolina	SC
38	2008	Med_SMAT_fac	3	North Dakota	ND
22	2008	Med_SMAT_fac	2	Louisiana	LA
33	2008	Med_SMAT_fac	3	New Hampshire	NH
56	2008	Med_SMAT_fac	1	Wyoming	WY
37	2008	Med_SMAT_fac	32	North Carolina	NC
28	2008	Med_SMAT_fac	3	Mississippi	MS
11	2008	Med_SMAT_fac	5	District of Columbia	DC
05	2008	Med_SMAT_fac	1	Arkansas	AR
41	2008	Med_SMAT_fac	24	Oregon	OR
55	2008	Med_SMAT_fac	41	Wisconsin	WI
44	2008	Med_SMAT_fac	15	Rhode Island	RI
35	2008	Med_SMAT_fac	6	New Mexico	NM
17	2008	Med_SMAT_fac	44	Illinois	IL
26	2008	Med_SMAT_fac	49	Michigan	MI
36	2008	Med_SMAT_fac	272	New York	NY
15	2008	Med_SMAT_fac	2	Hawaii	HI
47	2008	Med_SMAT_fac	11	Tennessee	TN
40	2008	Med_SMAT_fac	4	Oklahoma	OK
21	2008	Med_SMAT_fac	9	Kentucky	KY
39	2008	Med_SMAT_fac	40	Ohio	OH
12	2008	Med_SMAT_fac	21	Florida	FL
29	2008	Med_SMAT_fac	6	Missouri	MO
51	2008	Med_SMAT_fac	17	Virginia	VA
72	2008	Med_SMAT_fac	0	Puerto Rico	PR
31	2008	Med_SMAT_fac	5	Nebraska	NE
24	2008	Med_TMAT_fac	25	Maryland	MD
04	2008	Med_TMAT_fac	6	Arizona	AZ
50	2008	Med_TMAT_fac	2	Vermont	VT
42	2008	Med_TMAT_fac	6	Pennsylvania	PA
10	2008	Med_TMAT_fac	3	Delaware	DE
01	2008	Med_TMAT_fac	0	Alabama	AL
09	2008	Med_TMAT_fac	13	Connecticut	CT
16	2008	Med_TMAT_fac	0	Idaho	ID
48	2008	Med_TMAT_fac	1	Texas	TX
19	2008	Med_TMAT_fac	0	Iowa	IA
54	2008	Med_TMAT_fac	0	West Virginia	WV
02	2008	Med_TMAT_fac	0	Alaska	AK
23	2008	Med_TMAT_fac	5	Maine	ME
06	2008	Med_TMAT_fac	19	California	CA
30	2008	Med_TMAT_fac	0	Montana	MT
08	2008	Med_TMAT_fac	2	Colorado	CO
25	2008	Med_TMAT_fac	11	Massachusetts	MA
20	2008	Med_TMAT_fac	2	Kansas	KS
32	2008	Med_TMAT_fac	1	Nevada	NV
13	2008	Med_TMAT_fac	1	Georgia	GA
53	2008	Med_TMAT_fac	1	Washington	WA
27	2008	Med_TMAT_fac	2	Minnesota	MN
00	2008	Med_TMAT_fac	201	United States	US
34	2008	Med_TMAT_fac	9	New Jersey	NJ
49	2008	Med_TMAT_fac	5	Utah	UT
18	2008	Med_TMAT_fac	1	Indiana	IN
46	2008	Med_TMAT_fac	0	South Dakota	SD
45	2008	Med_TMAT_fac	1	South Carolina	SC
38	2008	Med_TMAT_fac	0	North Dakota	ND
22	2008	Med_TMAT_fac	0	Louisiana	LA
33	2008	Med_TMAT_fac	2	New Hampshire	NH
56	2008	Med_TMAT_fac	0	Wyoming	WY
37	2008	Med_TMAT_fac	4	North Carolina	NC
28	2008	Med_TMAT_fac	0	Mississippi	MS
11	2008	Med_TMAT_fac	2	District of Columbia	DC
05	2008	Med_TMAT_fac	0	Arkansas	AR
41	2008	Med_TMAT_fac	5	Oregon	OR
55	2008	Med_TMAT_fac	7	Wisconsin	WI
44	2008	Med_TMAT_fac	3	Rhode Island	RI
35	2008	Med_TMAT_fac	1	New Mexico	NM
17	2008	Med_TMAT_fac	2	Illinois	IL
26	2008	Med_TMAT_fac	10	Michigan	MI
36	2008	Med_TMAT_fac	40	New York	NY
15	2008	Med_TMAT_fac	1	Hawaii	HI
47	2008	Med_TMAT_fac	0	Tennessee	TN
40	2008	Med_TMAT_fac	0	Oklahoma	OK
21	2008	Med_TMAT_fac	0	Kentucky	KY
39	2008	Med_TMAT_fac	4	Ohio	OH
12	2008	Med_TMAT_fac	1	Florida	FL
29	2008	Med_TMAT_fac	0	Missouri	MO
51	2008	Med_TMAT_fac	3	Virginia	VA
72	2008	Med_TMAT_fac	0	Puerto Rico	PR
31	2008	Med_TMAT_fac	0	Nebraska	NE
24	2008	Med_AMAT_fac	0	Maryland	MD
04	2008	Med_AMAT_fac	0	Arizona	AZ
50	2008	Med_AMAT_fac	0	Vermont	VT
42	2008	Med_AMAT_fac	0	Pennsylvania	PA
10	2008	Med_AMAT_fac	0	Delaware	DE
01	2008	Med_AMAT_fac	0	Alabama	AL
09	2008	Med_AMAT_fac	0	Connecticut	CT
16	2008	Med_AMAT_fac	0	Idaho	ID
48	2008	Med_AMAT_fac	0	Texas	TX
19	2008	Med_AMAT_fac	0	Iowa	IA
54	2008	Med_AMAT_fac	0	West Virginia	WV
02	2008	Med_AMAT_fac	0	Alaska	AK
23	2008	Med_AMAT_fac	0	Maine	ME
06	2008	Med_AMAT_fac	0	California	CA
30	2008	Med_AMAT_fac	0	Montana	MT
08	2008	Med_AMAT_fac	0	Colorado	CO
